,Nenjiang,Qiqihar,Jiamusi,Harbin,Mudanjiang,Changchun,Kaiyuan,Shenyang,Chaoyang,Dandong,Dalian,Hailar,Xilinhot,Chifeng,Doron,Bailingmiao,Hohhot,Shanbazhen,Etuoke,Datong,Taiyuan,Linyi,Changzhi,Beijing,Tianjin,Tangshan,Baoding,Zhangzhou,Shijiazhuang,Handan,Anyang,Luoyang,Zhengzhou,Nanyang,Xinyang,Dezhou,Laiyang,Jinan,Linyi,Heze,Xuzhou,Yangzhou,Nanjing,Suzhou,Shanghai,Fuyang,Bengbu,Hefei,Anqing,Tunxi,Hangzhou,Ningbo,Jinhua,Wenzhou,Jiujiang,Nanchang,Shangrao,Ji&#39;an,Ganzhou,Jianyang,Fuzhou,Yongan,Zhangzhou,Taipei,Tainan,Yun County,Yichang,Gangneung,Wuhan,Yueyang,Fuling,Changsha,Shaoyang,Zhangzhou,Shaoguan,Shantou,Guangzhou,Zhanjiang,Haikou,Guilin,Liuzhou,Baise,Zhangzhou,Nanning,Altay,Yining,Urumqi,Hami,Kashgar,Xining,Golmud,Zhangye,Lanzhou,Pingliang,Tianshui,Yinchuan,Yulin,Yan&#39;an,Xi&#39;an,Hanzhong,Ankang,Guangyuan,Wanxian,Chengdu,Kangding,Chongqing,Xichang,Tongren,Bijie,Guiyang,Xingren,Zhaotong,Dali,Tengchong,Kunming,Simao,Heihe,Changdu,Lhasa,Palizhen
1563,,,,,,2.0,,,,,,,,,,,,,,2.0,2,1.0,3.0,2.0,2,4,2,2.0,2,2,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,,3.0,3,3,3,3,4,4.0,4.0,3.0,4.0,,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,1.0,,,3.0,4,3.0,3,3.0,3.0,1.0,,2.0,2.0,,2.0,,,3.0,,,,3.0,,,,,,3.0,,,3.0,3.0,4.0,3.0,3,3,3,3,3.0,,,,,,,,,3.0,3.0,,,,,,,,,
1564,,,,,,,,,,,,,,,,,,,,2.0,2,5.0,4.0,3.0,3,3,4,4.0,3,3,3.0,3.0,2.0,,4.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,,3.0,3,3,3,4,3,3.0,2.0,5.0,3.0,,2.0,2.0,3.0,2.0,3.0,,2.0,1.0,1.0,,,3.0,3,3.0,2,1.0,,2.0,2.0,2.0,,,1.0,,,3.0,,,,3.0,,,,,,3.0,,,3.0,4.0,3.0,4.0,2,2,3,3,3.0,,,,,,,,,3.0,3.0,,,,,,,,,
1565,,,,,,,1.0,,1.0,,,,,,,,,,,4.0,4,4.0,4.0,3.0,3,3,3,3.0,3,3,3.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,,3.0,3,3,2,3,3,2.0,3.0,3.0,3.0,,1.0,3.0,2.0,2.0,3.0,,3.0,2.0,3.0,,,3.0,3,1.0,2,1.0,,1.0,2.0,,,2,4.0,,,3.0,,,,4.0,,,,,,4.0,,,3.0,4.0,3.0,4.0,4,4,3,3,4.0,,,,,,,,,3.0,,,,3.0,,,,,,
1566,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,2,3.0,3.0,4.0,3,3,3,4.0,4,3,3.0,3.0,3.0,,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2,1,1,4,2,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,2.0,5.0,,,1.0,4,3.0,3,1.0,2.0,,,2.0,4.0,4,2.0,,,3.0,,,,4.0,,,,,,,,,,3.0,3.0,3.0,3,3,3,3,3.0,,,,,,,,,3.0,,,,,,,,,,
1567,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,2,1.0,1.0,2.0,1,2,2,2.0,2,2,1.0,2.0,3.0,,3.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2,3,3,3,3,3.0,2.0,4.0,2.0,3.0,,3.0,3.0,3.0,5.0,,3.0,2.0,2.0,,,1.0,2,2.0,2,2.0,3.0,3.0,3.0,2.0,2.0,5,,,,2.0,,,1.0,,,,,,,,,,,3.0,2.0,3.0,2,2,2,2,2.0,,,,,,,3.0,,,,,4.0,,,,,,,
1568,,,,,,,,,,,,,,,,,,,,5.0,5,5.0,5.0,3.0,3,4,2,2.0,2,4,2.0,2.0,2.0,,3.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4,2,5,4,4,4.0,4.0,1.0,5.0,1.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,,,3.0,3,2.0,2,2.0,,5.0,3.0,3.0,2.0,,2.0,,,3.0,,,3.0,,,,,,,,,,,4.0,,4.0,5,5,5,4,4.0,5.0,4.0,3.0,,5.0,,1.0,,,,,,,,,,,,
1569,,,,,,,,,,,,,,,,,,,,2.0,2,2.0,1.0,2.0,1,1,2,1.0,1,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2,1,2,2,3.0,1.0,1.0,2.0,,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,3.0,,,2.0,3,1.0,3,2.0,,3.0,,,,,2.0,,,3.0,,,3.0,,,,,,,,,,,,,2.0,2,2,2,3,3.0,,,,,3.0,,3.0,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,4.0,4,4.0,4.0,2.0,1,3,2,1.0,4,2,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,2,2,4,3,3,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,2.0,2.0,2.0,2.0,,,3.0,2,2.0,1,4.0,,3.0,,,2.0,4,3.0,,,3.0,,,3.0,,,,,,,,,,2.0,,,,1,1,1,1,1.0,5.0,4.0,5.0,,,,,,,,,,2.0,,,,,,
1571,,,,,,,,,,,,,,,,,,,,2.0,2,3.0,3.0,2.0,4,2,1,3.0,1,3,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,3,1,2,3,4,4.0,3.0,3.0,3.0,,4.0,3.0,3.0,,1.0,,4.0,3.0,3.0,,,2.0,2,2.0,2,1.0,1.0,,2.0,2.0,2.0,2,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,3,3,3,3,3.0,2.0,,,,,,,,,,,,3.0,,,,,,
1572,,,,,,,,,,,,,,,,,,,,3.0,3,4.0,3.0,4.0,2,3,3,3.0,2,3,2.0,,2.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,3,2,2,3,3,3.0,3.0,3.0,1.0,,2.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,,3.0,3,2.0,2,,3.0,,3.0,2.0,4.0,,4.0,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,4,4,3,3,3.0,2.0,,,,,,,,3.0,,2.0,,3.0,1.0,,,,,
1573,,,,,,,4.0,4.0,5.0,,,,,,,,,,,5.0,3,4.0,3.0,2.0,3,3,3,2.0,1,3,3.0,,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3,4,4,4,3,3.0,3.0,4.0,4.0,,2.0,3.0,3.0,,3.0,,,5.0,4.0,,,2.0,2,1.0,2,2.0,3.0,,3.0,,,,1.0,,1.0,3.0,3.0,,2.0,2.0,,,,,,,,,,,,,3,3,3,3,4.0,,,,,,,,,3.0,,,,1.0,,,,,,
1574,,,,,,,,,,,,,,,,,,,,1.0,1,3.0,3.0,2.0,2,3,3,3.0,3,3,3.0,,4.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3,2,2,3,2,3.0,3.0,3.0,2.0,1.0,1.0,3.0,5.0,,1.0,,2.0,1.0,1.0,,,4.0,,2.0,4,3.0,,3.0,,,,,,,5.0,3.0,3.0,,,3.0,,,,,,,,,,,,,2,3,3,3,3.0,,2.0,,,,,,,3.0,2.0,,,,,,,,,
1575,,,,,,,5.0,5.0,5.0,,,,,,,,,,,1.0,2,2.0,2.0,3.0,2,3,3,3.0,3,3,3.0,,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2,1,1,2,3,4.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,,2.0,1.0,2.0,1.0,,,,3.0,,3.0,3,3.0,,3.0,,,5.0,2,4.0,,,4.0,3.0,,,2.0,,,,,,,,,,,,,2,2,3,2,2.0,,2.0,,,,,,,3.0,,,,3.0,,,,,,
1576,,,,,,,2.0,,,,,,,,,,,,,3.0,4,3.0,3.0,2.0,3,3,2,3.0,2,3,2.0,,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2,2,2,3,3,2.0,3.0,3.0,3.0,,3.0,,3.0,,2.0,,,3.0,,,,2.0,,3.0,3,3.0,3.0,3.0,3.0,,2.0,,,,,3.0,3.0,,,2.0,,,,,,,,,,,,,4,3,3,3,3.0,,,,,,,,,3.0,,,,3.0,,,,,,
1577,,,,,,,,,2.0,,4.0,,,,,,,,,3.0,3,3.0,3.0,2.0,2,2,3,1.0,2,2,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,1,3,1,3,3,3.0,3.0,3.0,4.0,,3.0,,1.0,3.0,5.0,,,,3.0,,,2.0,,3.0,2,3.0,,3.0,,3.0,,,,,,3.0,3.0,,,3.0,,,,,,,,,,,,,4,4,4,3,4.0,,,,,,,,,3.0,,,,,,,,,,
1578,,,,,,,,,,,,,,,,,,,,4.0,4,3.0,3.0,3.0,4,3,3,4.0,3,3,2.0,3.0,3.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3,4,2,2,3,3.0,3.0,3.0,3.0,,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,3.0,,,2.0,,3.0,3,,,2.0,,2.0,2.0,4,4.0,,4.0,3.0,3.0,,3.0,2.0,,,,,,,,,,,3.0,,4,3,3,2,2.0,,,,,,,,,3.0,,5.0,,,,,,,,
1579,,,,,,,,,,,,,,,,,,,,3.0,4,4.0,4.0,3.0,3,3,3,3.0,4,3,2.0,3.0,3.0,,2.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1,1,1,2,2,2.0,3.0,4.0,5.0,,3.0,,4.0,,,,,5.0,5.0,,,3.0,,3.0,3,2.0,,3.0,,3.0,2.0,,,,,3.0,4.0,,,,,,,,,,,,,,3.0,2.0,3,4,3,2,2.0,2.0,,,,,,2.0,,,,,,,,,,,,
1580,,,,,,1.0,,,,,,,,,,,,,,1.0,1,4.0,4.0,3.0,4,3,3,3.0,3,3,3.0,4.0,4.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3,3,5,2,1,1.0,1.0,3.0,4.0,,3.0,,4.0,,,,,3.0,3.0,,,3.0,,3.0,3,2.0,,3.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,1.0,3.0,2,3,4,3,3.0,,,,,,,3.0,1.0,,,,,,,,,,,
1581,,,,,,,,4.0,4.0,,,,,,,,,,,4.0,5,3.0,3.0,4.0,4,3,4,4.0,4,4,3.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2,4,4,2,4,2.0,,33.0,3.0,2.0,3.0,,2.0,,,,1.0,3.0,2.0,,,3.0,3,4.0,3,,,,,3.0,2.0,,2.0,2.0,,3.0,,,,,,,,,,,,,5.0,,5.0,4.0,4,3,3,3,3.0,,,,,,,3.0,3.0,,2.0,,,,,,,,,
1582,,,,,,,,,,,,,,,,,,,,4.0,4,5.0,4.0,5.0,4,4,4,4.0,5,5,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1,3,3,1,3,1.0,1.0,3.0,1.0,3.0,2.0,,2.0,,,1.0,,,1.0,,,4.0,3,3.0,4,2.0,,2.0,2.0,,,1,2.0,,,1.0,,,,,,,,,,,4.0,,5.0,5.0,5.0,4.0,5,5,5,4,4.0,,,,,,,3.0,3.0,,2.0,,,,,,,,,
1583,,,,,,,,,,,,,,,,,,,,3.0,5,4.0,3.0,3.0,3,4,4,3.0,2,4,3.0,3.0,1.0,,3.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,3,2,4,3,3,3.0,5.0,,4.0,2.0,5.0,,3.0,1.0,1.0,,2.0,,2.0,,,2.0,3,3.0,5,4.0,,3.0,,,,,4.0,2.0,1.0,3.0,,,,,,,,,,,,,4.0,4.0,4.0,3.0,4,4,5,2,2.0,4.0,,,,,,3.0,3.0,3.0,3.0,,,3.0,,,,,,
1584,,,,,,,,,,,,,,,,,,,,3.0,3,3.0,4.0,4.0,4,4,5,3.0,3,4,3.0,2.0,5.0,,5.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2,3,3,3,3,3.0,3.0,,3.0,2.0,3.0,,3.0,1.0,5.0,,,,,,,,5,3.0,4,,,3.0,,,,2,,,1.0,3.0,,,4.0,3.0,,,,,,,,,3.0,3.0,4.0,3.0,4,4,3,3,3.0,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,
1585,,,,,,,,,,,,,,,,,,,,5.0,4,5.0,4.0,4.0,2,3,5,4.0,4,5,5.0,5.0,5.0,,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2,3,4,3,4,3.0,1.0,,3.0,2.0,3.0,,4.0,3.0,3.0,,,,3.0,,,,3,3.0,3,3.0,3.0,3.0,3.0,,4.0,,4.0,,1.0,4.0,,,4.0,3.0,,,,,,,,,3.0,3.0,4.0,2.0,4,4,5,4,4.0,,,,,,,3.0,,3.0,2.0,,,2.0,3.0,,,,,
1586,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,4.0,5,5.0,5.0,5.0,1,2,4,5.0,4,5,5.0,5.0,5.0,,4.0,5.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0,3.0,2,2,1,1,1,1.0,1.0,,4.0,2.0,1.0,2.0,3.0,2.0,1.0,,4.0,1.0,,,,,3,3.0,3,1.0,3.0,1.0,1.0,2.0,2.0,1,1.0,,2.0,2.0,3.0,,1.0,2.0,,,,,,,,,5.0,5.0,5.0,5.0,5,5,5,5,5.0,,,,,,,3.0,,2.0,,,2.0,3.0,2.0,,,,,
1587,,,,,,,2.0,,,,,,,,,,,,,4.0,5,5.0,5.0,2.0,2,1,2,3.0,2,5,5.0,5.0,5.0,,3.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,1,5,5,3,4,3.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,,4.0,,,,,,3,3.0,3,2.0,3.0,2.0,3.0,3.0,,,2.0,,,3.0,3.0,,3.0,3.0,,,,,,,,,4.0,4.0,5.0,4.0,5,5,5,4,4.0,,,,,,,2.0,,3.0,,,5.0,,,,,,,
1588,,,,,,,,,,,,,,,,,,,,2.0,1,2.0,4.0,2.0,2,2,3,1.0,3,3,5.0,5.0,5.0,,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4,5,5,4,5,4.0,4.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,,,,4.0,4,5.0,5,4.0,2.0,1.0,1.0,4.0,,2,,1.0,,,3.0,,,3.0,,,,,,,5.0,,4.0,4.0,4.0,4.0,3,3,3,2,2.0,,,,,5.0,,2.0,,5.0,,,,,,,,,,
1589,,,,,,,,,5.0,,,,,,,,,,,2.0,2,2.0,3.0,3.0,3,3,3,4.0,3,4,4.0,4.0,5.0,,5.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5,5,5,5,5,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,,,4.0,4,5.0,5,5.0,5.0,5.0,4.0,5.0,4.0,,2.0,,,,3.0,,,4.0,,,,,,,3.0,,2.0,3.0,3.0,3.0,3,2,2,3,3.0,,,,,5.0,,3.0,,3.0,,,,,,,,,,
1590,,,,,,1.0,,,4.0,,,,,,,,,,,3.0,3,4.0,3.0,4.0,2,3,3,4.0,4,4,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,4,2,2,4,5,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,,,3.0,,3.0,4,4.0,5.0,5.0,4.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,3.0,3.0,2.0,4.0,3,3,2,3,3.0,,,,,3.0,,3.0,,3.0,3.0,,,,,,,,,
1591,,,,,,,,,,,,,,,,,,,,3.0,3,4.0,4.0,4.0,4,3,4,4.0,4,5,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2,2,1,3,2,2.0,,1.0,4.0,2.0,3.0,3.0,1.0,3.0,,3.0,4.0,3.0,,,,3.0,,1.0,2,1.0,3.0,2.0,3.0,,4.0,,4.0,,,,,,,,,,,,,,,,3.0,,3.0,,3,3,3,3,3.0,,,,,,,3.0,,3.0,3.0,,,,,,,,,
1592,,,,,,,,,,,,,,,,,,,,3.0,3,2.0,1.0,2.0,1,2,3,2.0,2,1,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,,3.0,3,4,3,3,5,3.0,,3.0,1.0,3.0,3.0,5.0,1.0,3.0,,,4.0,3.0,3.0,,,3.0,,2.0,4,3.0,,3.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,4,4,2,3,3.0,,,,,,,3.0,3.0,3.0,4.0,,,,,,,,,
1593,,,,,,,,,,,,,,,,,,,,3.0,3,2.0,1.0,4.0,3,3,3,3.0,4,3,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,2,1,1,1,4,4.0,,4.0,,5.0,4.0,3.0,4.0,3.0,,1.0,4.0,1.0,,,,1.0,3,2.0,2,4.0,,4.0,4.0,4.0,4.0,4,4.0,,,1.0,,,,,,,,,,,,,,,4.0,,2,2,2,2,2.0,5.0,,,,,,3.0,,3.0,4.0,,,3.0,,,,,,
1594,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,2.0,3.0,3,3,3,3.0,3,1,3.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1,1,1,1,3,3.0,,3.0,2.0,,4.0,3.0,3.0,2.0,,3.0,5.0,3.0,4.0,,,,,3.0,3,2.0,2.0,,3.0,4.0,4.0,4,4.0,4.0,,3.0,,,3.0,,,,,,,,,,,,3.0,,2,2,2,2,2.0,,,,,,,3.0,,3.0,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,2.0,3,1.0,3.0,3.0,3,3,3,3.0,3,3,3.0,3.0,3.0,,3.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,,2.0,3,2,1,2,1,4.0,3.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,2.0,,,,,4.0,3,2.0,2.0,3.0,3.0,3.0,5.0,5,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,,,,,,,,,,,3.0,,2,2,2,2,2.0,,,,,,,3.0,,3.0,,,,,,,,,,
1596,,,,,,,,,,,,,,,,,,,,4.0,4,5.0,3.0,3.0,3,3,3,3.0,3,3,4.0,4.0,4.0,,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,,2.0,2,3,3,3,3,2.0,2.0,1.0,,,3.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,,,,3.0,3,3.0,3.0,3.0,3.0,,5.0,4,5.0,5.0,5.0,3.0,,,3.0,,,,,,,,,,3.0,,3.0,,3,3,3,3,3.0,,,,,,,3.0,,2.0,,1.0,,,,,,,,
1597,,,,,,,,,5.0,,,,,,,,,,,2.0,3,2.0,3.0,3.0,1,1,3,3.0,3,2,2.0,2.0,3.0,,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,,2.0,3,3,3,2,2,3.0,3.0,3.0,3.0,,2.0,,3.0,2.0,3.0,,,3.0,1.0,,,,,2.0,2,2.0,,3.0,,1.0,2.0,,2.0,,,1.0,,,3.0,,,,,,,,,,3.0,,3.0,3.0,3,3,3,3,3.0,,,,,3.0,,,,4.0,,4.0,,3.0,,,,,,
1598,,,,,,,,,,,,,,,,,,,,5.0,5,5.0,4.0,3.0,2,2,2,3.0,3,4,4.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,2,2,3,2,1,2.0,2.0,2.0,5.0,,5.0,,4.0,3.0,3.0,3.0,,,3.0,,,,,2.0,2,4.0,1.0,,2.0,3.0,,,4.0,3.0,5.0,4.0,,,3.0,,,,,,,,,,3.0,3.0,,,1,1,3,2,2.0,1.0,,,,,,,,3.0,,4.0,,3.0,,,,,,
1599,,,,,,1.0,,,,,,,,,,,,,,1.0,5,5.0,4.0,2.0,4,4,2,4.0,4,4,4.0,4.0,5.0,,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3,4,4,3,3,5.0,4.0,,4.0,,3.0,,3.0,4.0,3.0,,,,1.0,,,,,3.0,2,1.0,,,3.0,,,,2.0,,,3.0,,,3.0,,,,,,,,,,2.0,3.0,,,3,2,2,3,3.0,,,,,,,,,3.0,,2.0,2.0,3.0,,,,,,
1600,,,,,,,,,,,,,,,,,,,,4.0,3,2.0,4.0,5.0,4,4,4,4.0,5,4,4.0,2.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3,4,3,2,3,3.0,3.0,,2.0,,3.0,,3.0,3.0,3.0,3.0,1.0,,2.0,,,,,3.0,3,4.0,4.0,5.0,,,,,,,,3.0,,,3.0,4.0,,,,,,,,,3.0,3.0,,,4,4,5,3,3.0,,,3.0,,,,,,3.0,,1.0,1.0,1.0,,,,,,
1601,,,,,,,,,,,,,,,,,,,,5.0,5,4.0,5.0,4.0,5,5,4,5.0,5,5,4.0,4.0,2.0,,3.0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,,1.0,2,1,2,3,1,3.0,3.0,,3.0,,3.0,,1.0,3.0,4.0,,,3.0,1.0,,,2.0,,2.0,3,4.0,,2.0,4.0,4.0,2.0,4,2.0,4.0,,4.0,,,4.0,,,,,,,,,,3.0,3.0,,,4,4,3,3,3.0,2.0,,3.0,,,,5.0,4.0,5.0,4.0,,,5.0,,,,,,
1602,,,,,,,,,,,,,,,,,,,,3.0,5,2.0,2.0,5.0,3,4,4,3.0,2,3,3.0,2.0,2.0,,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3,2,1,3,3,2.0,1.0,,3.0,,3.0,,1.0,3.0,3.0,2.0,3.0,,5.0,,,3.0,,2.0,2,2.0,,3.0,3.0,4.0,,,,,,1.0,,,3.0,,,,,,,,4.0,,4.0,,,,3,3,1,3,3.0,2.0,,2.0,,2.0,,3.0,3.0,3.0,3.0,,3.0,,,,,,,
1603,,,,,,,,,2.0,,,,,,,,,,,3.0,2,1.0,2.0,3.0,3,2,3,3.0,2,2,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3,1,1,2,3,3.0,3.0,,5.0,,3.0,,2.0,4.0,4.0,3.0,2.0,3.0,1.0,,,3.0,,3.0,3,,3.0,3.0,3.0,,4.0,,4.0,,,3.0,,,3.0,,,,,,,,,,2.0,,,,3,3,3,3,3.0,,,,,3.0,,3.0,3.0,3.0,3.0,,1.0,,,,,,,
1604,,,,,,,,,2.0,,,,,,,,,,,3.0,2,2.0,1.0,1.0,1,1,1,1.0,1,1,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2,4,4,4,3,3.0,3.0,4.0,3.0,,1.0,,3.0,4.0,4.0,,3.0,2.0,2.0,,,3.0,,3.0,2,4.0,,4.0,,,4.0,,,4.0,,3.0,,,2.0,,,,,,,,,1.0,,,,,1,2,2,2,2.0,,,3.0,,,,3.0,3.0,3.0,3.0,,,,,,,,,
1605,,,,,,,,,,,,,,,,,,,,1.0,4,3.0,3.0,2.0,1,1,3,2.0,2,2,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,5.0,5,2,1,2,2,2.0,4.0,3.0,4.0,,1.0,,3.0,4.0,3.0,,4.0,2.0,4.0,,,3.0,,4.0,3,4.0,,3.0,,,,4,4.0,,,3.0,,,3.0,,,,,,,,,3.0,,,,,3,3,3,3,3.0,,,,,4.0,,2.0,,3.0,2.0,,,,,,,,,
1606,,,,,,,4.0,5.0,,,4.0,,,,,,,,,2.0,5,5.0,2.0,5.0,4,4,4,4.0,1,4,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4,3,3,3,3,3.0,,5.0,4.0,,3.0,,3.0,,4.0,2.0,5.0,4.0,5.0,,,2.0,,3.0,3,3.0,3.0,,3.0,2.0,4.0,4,2.0,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,3.0,,,,,4,4,4,3,3.0,,,,,3.0,,3.0,,3.0,2.0,,,,,,,,,
1607,,,,,,,,,,,,,,,,,,,,1.0,2,4.0,5.0,1.0,1,1,1,1.0,1,1,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,2.0,3.0,4.0,3.0,3.0,3,3,1,3,3,1.0,1.0,3.0,4.0,1.0,3.0,,3.0,,2.0,3.0,2.0,2.0,2.0,,,1.0,,2.0,1,1.0,3.0,2.0,,3.0,,,2.0,,4.0,,,,3.0,3.0,,,,,,,,3.0,,,,,4,4,4,3,3.0,,,,,,,3.0,,3.0,3.0,,,,,,,,,
1608,,,,,,,5.0,5.0,5.0,,5.0,,,,,,,,,2.0,3,3.0,3.0,3.0,3,3,4,2.0,2,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,1,5,2,1,1,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,,3.0,3.0,2.0,4.0,5.0,,,,,2.0,1,1.0,1.0,2.0,2.0,,5.0,,4.0,,5.0,,,,3.0,3.0,,,,,,,,3.0,,,,,3,3,3,3,3.0,,,,,,,3.0,,3.0,3.0,,,,,,,,,
1609,,,,,,,,,,,,,,,,,,,,5.0,5,5.0,5.0,5.0,3,3,5,4.0,4,5,5.0,5.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2,4,4,3,3,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,3.0,,,,3,4.0,3,4.0,2.0,5.0,4.0,,2.0,,2.0,,,,,,3.0,4.0,,,,,,,,,,,,5.0,5,4,4,4,4.0,5.0,,5.0,,4.0,,4.0,,4.0,4.0,,,,,,,,,
1610,,,,,,,,,,,,,,,,,,,,4.0,5,5.0,5.0,3.0,4,4,4,4.0,4,4,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,2,4,3,3,3,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,4.0,3.0,2.0,2.0,3.0,,,,3,3.0,4,3.0,,,,,,,2.0,2.0,4.0,,,,5.0,3.0,,,,,,,,,,,,4.0,4,4,4,4,4.0,5.0,,,,,,,,3.0,,,,4.0,,,,,,
